Review,Sentiment,Tokens,word_count
i as well wouldve given godfathers zero stars if possible,0,"['well', 'wouldve', 'given', 'godfather', 'zero', 'star', 'possible']",7
they know how to make them here,1,"['know', 'make']",2
very tough and very short on flavor,0,"['tough', 'short', 'flavor']",3
i hope this place sticks around,1,"['hope', 'place', 'stick', 'around']",4
i have been in more than a few bars in vegas and do not ever recall being charged for tap water,0,"['bar', 'vega', 'ever', 'recall', 'charged', 'tap', 'water']",7
the restaurant atmosphere was exquisite,1,"['restaurant', 'atmosphere', 'exquisite']",3
good service very clean and inexpensive to boot,1,"['good', 'service', 'clean', 'inexpensive', 'boot']",5
the seafood was fresh and generous in portion,1,"['seafood', 'fresh', 'generous', 'portion']",4
plus its only 8 bucks,1,"['plus', '8', 'buck']",3
the service was not up to par either,0,"['service', 'par', 'either']",3
thus far have only visited twice and the food was absolutely delicious each time,1,"['thus', 'far', 'visited', 'twice', 'food', 'absolutely', 'delicious', 'time']",8
just as good as when i had it more than a year ago,1,"['good', 'year', 'ago']",3
for a self proclaimed coffee cafe i was wildly disappointed,0,"['self', 'proclaimed', 'coffee', 'cafe', 'wildly', 'disappointed']",6
the veggitarian platter is out of this world,1,"['veggitarian', 'platter', 'world']",3
you cant go wrong with any of the food here,1,"['cant', 'go', 'wrong', 'food']",4
you cant beat that,1,"['cant', 'beat']",2
stopped by this place while in madison for the ironman very friendly kind staff,1,"['stopped', 'place', 'madison', 'ironman', 'friendly', 'kind', 'staff']",7
the chefs were friendly and did a good job,1,"['chef', 'friendly', 'good', 'job']",4
ive had better not only from dedicated boba tea spots but even from jenni pho,0,"['ive', 'better', 'dedicated', 'boba', 'tea', 'spot', 'even', 'jenni', 'pho']",9
i liked the patio and the service was outstanding,1,"['liked', 'patio', 'service', 'outstanding']",4
the goat taco didnt skimp on the meat and wow what flavor,1,"['goat', 'taco', 'didnt', 'skimp', 'meat', 'wow', 'flavor']",7
i think not again,0,['think'],1
i had the mac salad and it was pretty bland so i will not be getting that again,0,"['mac', 'salad', 'pretty', 'bland', 'getting']",5
i went to bachi burger on a friends recommendation and was not disappointed,1,"['went', 'bachi', 'burger', 'friend', 'recommendation', 'disappointed']",6
service stinks here,0,"['service', 'stink']",2
i waited and waited,0,"['waited', 'waited']",2
this place is not quality sushi it is not a quality restaurant,0,"['place', 'quality', 'sushi', 'quality', 'restaurant']",5
i would definitely recommend the wings as well as the pizza,1,"['would', 'definitely', 'recommend', 'wing', 'well', 'pizza']",6
great pizza and salads,1,"['great', 'pizza', 'salad']",3
things that went wrong  they burned the saganaki,0,"['thing', 'went', 'wrong', 'burned', 'saganaki']",5
we waited an hour for what was a breakfast i could have done 100 times better at home,0,"['waited', 'hour', 'breakfast', 'could', 'done', '100', 'time', 'better', 'home']",9
this place is amazing,1,"['place', 'amazing']",2
i hate to disagree with my fellow yelpers but my husband and i were so disappointed with this place,0,"['hate', 'disagree', 'fellow', 'yelpers', 'husband', 'disappointed', 'place']",7
waited 2 hours  never got either of our pizzas as many other around us who came in later did,0,"['waited', '2', 'hour', 'never', 'got', 'either', 'pizza', 'many', 'around', 'u', 'came', 'later']",12
just dont know why they were so slow,0,"['dont', 'know', 'slow']",3
the staff is great the food is delish and they have an incredible beer selection,1,"['staff', 'great', 'food', 'delish', 'incredible', 'beer', 'selection']",7
i live in the neighborhood so i am disappointed i wont be back here because it is a convenient location,0,"['live', 'neighborhood', 'disappointed', 'wont', 'back', 'convenient', 'location']",7
i didnt know pulled pork could be soooo delicious,1,"['didnt', 'know', 'pulled', 'pork', 'could', 'soooo', 'delicious']",7
you get incredibly fresh fish prepared with care,1,"['get', 'incredibly', 'fresh', 'fish', 'prepared', 'care']",6
before i go in to why i gave a 1 star rating please know that this was my third time eating at bachi burger before writing a review,0,"['go', 'gave', '1', 'star', 'rating', 'please', 'know', 'third', 'time', 'eating', 'bachi', 'burger', 'writing', 'review']",14
i love the fact that everything on their menu is worth it,1,"['love', 'fact', 'everything', 'menu', 'worth']",5
never again will i be dining at this place,0,"['never', 'dining', 'place']",3
the food was excellent and service was very good,1,"['food', 'excellent', 'service', 'good']",4
good beer  drink selection and good food selection,1,"['good', 'beer', 'drink', 'selection', 'good', 'food', 'selection']",7
please stay away from the shrimp stir fried noodles,0,"['please', 'stay', 'away', 'shrimp', 'stir', 'fried', 'noodle']",7
the potato chip order was sad i could probably count how many chips were in that box and it was probably around 12,0,"['potato', 'chip', 'order', 'sad', 'could', 'probably', 'count', 'many', 'chip', 'box', 'probably', 'around', '12']",13
food was really boring,0,"['food', 'really', 'boring']",3
good servicecheck,1,"['good', 'servicecheck']",2
this greedy corporation will never see another dime from me,0,"['greedy', 'corporation', 'never', 'see', 'another', 'dime']",6
will never ever go back,0,"['never', 'ever', 'go', 'back']",4
as much as id like to go back i cant get passed the atrocious service and will never return,0,"['much', 'id', 'like', 'go', 'back', 'cant', 'get', 'passed', 'atrocious', 'service', 'never', 'return']",12
in the summer you can dine in a charming outdoor patio  so very delightful,1,"['summer', 'dine', 'charming', 'outdoor', 'patio', 'delightful']",6
i did not expect this to be so good,1,"['expect', 'good']",2
fantastic food,1,"['fantastic', 'food']",2
she ordered a toasted english muffin that came out untoasted,0,"['ordered', 'toasted', 'english', 'muffin', 'came', 'untoasted']",6
the food was very good,1,"['food', 'good']",2
never going back,0,"['never', 'going', 'back']",3
great food for the price which is very high quality and house made,1,"['great', 'food', 'price', 'high', 'quality', 'house', 'made']",7
the bus boy on the other hand was so rude,0,"['bus', 'boy', 'hand', 'rude']",4
by this point my friends and i had basically figured out this place was a joke and didnt mind making it publicly and loudly known,0,"['point', 'friend', 'basically', 'figured', 'place', 'joke', 'didnt', 'mind', 'making', 'publicly', 'loudly', 'known']",12
back to good bbq lighter fare reasonable pricing and tell the public they are back to the old ways,1,"['back', 'good', 'bbq', 'lighter', 'fare', 'reasonable', 'pricing', 'tell', 'public', 'back', 'old', 'way']",12
and considering the two of us left there very full and happy for about 20 you just cant go wrong,1,"['considering', 'two', 'u', 'left', 'full', 'happy', '20', 'cant', 'go', 'wrong']",10
all the bread is made inhouse,1,"['bread', 'made', 'inhouse']",3
the only downside is the service,0,"['downside', 'service']",2
also the fries are without a doubt the worst fries ive ever had,0,"['also', 'fry', 'without', 'doubt', 'worst', 'fry', 'ive', 'ever']",8
service was exceptional and food was a good as all the reviews,1,"['service', 'exceptional', 'food', 'good', 'review']",5
a couple of months later i returned and had an amazing meal,1,"['couple', 'month', 'later', 'returned', 'amazing', 'meal']",6
favorite place in town for shawarrrrrrma,1,"['favorite', 'place', 'town', 'shawarrrrrrma']",4
the black eyed peas and sweet potatoes unreal,1,"['black', 'eyed', 'pea', 'sweet', 'potato', 'unreal']",6
you wont be disappointed,1,"['wont', 'disappointed']",2
they could serve it with just the vinaigrette and it may make for a better overall dish but it was still very good,1,"['could', 'serve', 'vinaigrette', 'may', 'make', 'better', 'overall', 'dish', 'still', 'good']",10
i go to far too many places and ive never seen any restaurant that serves a 1 egg breakfast especially for 400,0,"['go', 'far', 'many', 'place', 'ive', 'never', 'seen', 'restaurant', 'serf', '1', 'egg', 'breakfast', 'especially', '400']",14
when my mom and i got home she immediately got sick and she only had a few bites of salad,0,"['mom', 'got', 'home', 'immediately', 'got', 'sick', 'bite', 'salad']",8
the servers are not pleasant to deal with and they dont always honor pizza hut coupons,0,"['server', 'pleasant', 'deal', 'dont', 'always', 'honor', 'pizza', 'hut', 'coupon']",9
both of them were truly unbelievably good and i am so glad we went back,1,"['truly', 'unbelievably', 'good', 'glad', 'went', 'back']",6
we had fantastic service and were pleased by the atmosphere,1,"['fantastic', 'service', 'pleased', 'atmosphere']",4
everything was gross,0,"['everything', 'gross']",2
i love this place,1,"['love', 'place']",2
great service and food,1,"['great', 'service', 'food']",3
first  the bathrooms at this location were dirty seat covers were not replenished  just plain yucky,0,"['first', 'bathroom', 'location', 'dirty', 'seat', 'cover', 'replenished', 'plain', 'yucky']",9
the burger i got the gold standard a 17 burger and was kind of disappointed,0,"['burger', 'got', 'gold', 'standard', '17', 'burger', 'kind', 'disappointed']",8
omg the food was delicioso,1,"['omg', 'food', 'delicioso']",3
there is nothing authentic about this place,0,"['nothing', 'authentic', 'place']",3
the spaghetti is nothing special whatsoever,0,"['spaghetti', 'nothing', 'special', 'whatsoever']",4
of all the dishes the salmon was the best but all were great,1,"['dish', 'salmon', 'best', 'great']",4
the vegetables are so fresh and the sauce feels like authentic thai,1,"['vegetable', 'fresh', 'sauce', 'feel', 'like', 'authentic', 'thai']",7
its worth driving up from tucson,1,"['worth', 'driving', 'tucson']",3
the selection was probably the worst ive seen in vegasthere was none,0,"['selection', 'probably', 'worst', 'ive', 'seen', 'vegasthere', 'none']",7
pretty good beer selection too,1,"['pretty', 'good', 'beer', 'selection']",4
this place is like chipotle but better,1,"['place', 'like', 'chipotle', 'better']",4
classywarm atmosphere fun and fresh appetizers succulent steaks baseball steak,1,"['classywarm', 'atmosphere', 'fun', 'fresh', 'appetizer', 'succulent', 'steak', 'baseball', 'steak']",9
5 stars for the brick oven bread app,1,"['5', 'star', 'brick', 'oven', 'bread', 'app']",6
i have eaten here multiple times and each time the food was delicious,1,"['eaten', 'multiple', 'time', 'time', 'food', 'delicious']",6
we sat another ten minutes and finally gave up and left,0,"['sat', 'another', 'ten', 'minute', 'finally', 'gave', 'left']",7
he was terrible,0,['terrible'],1
everyone is treated equally special,1,"['everyone', 'treated', 'equally', 'special']",4
it shouldnt take 30 min for pancakes and eggs,0,"['shouldnt', 'take', '30', 'min', 'pancake', 'egg']",6
it was delicious,1,['delicious'],1
on the good side the staff was genuinely pleasant and enthusiastic  a real treat,1,"['good', 'side', 'staff', 'genuinely', 'pleasant', 'enthusiastic', 'real', 'treat']",8
sadly gordon ramseys steak is a place we shall sharply avoid during our next trip to vegas,0,"['sadly', 'gordon', 'ramseys', 'steak', 'place', 'shall', 'sharply', 'avoid', 'next', 'trip', 'vega']",11
as always the evening was wonderful and the food delicious,1,"['always', 'evening', 'wonderful', 'food', 'delicious']",5
best fish ive ever had in my life,1,"['best', 'fish', 'ive', 'ever', 'life']",5
the bathroom is just next door and very nice,1,"['bathroom', 'next', 'door', 'nice']",4
the buffet is small and all the food they offered was bland,0,"['buffet', 'small', 'food', 'offered', 'bland']",5
this is an outstanding little restaurant with some of the best food i have ever tasted,1,"['outstanding', 'little', 'restaurant', 'best', 'food', 'ever', 'tasted']",7
pretty cool i would say,1,"['pretty', 'cool', 'would', 'say']",4
definitely a turn off for me  i doubt ill be back unless someone else is buying,0,"['definitely', 'turn', 'doubt', 'ill', 'back', 'unless', 'someone', 'else', 'buying']",9
server did a great job handling our large rowdy table,1,"['server', 'great', 'job', 'handling', 'large', 'rowdy', 'table']",7
i find wasting food to be despicable but this just wasnt food,0,"['find', 'wasting', 'food', 'despicable', 'wasnt', 'food']",6
my wife had the lobster bisque soup which was lukewarm,0,"['wife', 'lobster', 'bisque', 'soup', 'lukewarm']",5
would come back again if i had a sushi craving while in vegas,1,"['would', 'come', 'back', 'sushi', 'craving', 'vega']",6
the staff are great the ambiance is great,1,"['staff', 'great', 'ambiance', 'great']",4
he deserves 5 stars,1,"['deserves', '5', 'star']",3
